utterance,intent,category,tags
знать найти счёт последний покупка,check_invoice,INVOICE,BM
проверка счёт последний покупка,check_invoice,INVOICE,BK
мочь найти счёт последний месяц,check_invoice,INVOICE,BI
найти счёт,check_invoice,INVOICE,BIM
помощь поиск счёт,check_invoice,INVOICE,B
проверить счёт последний месяц,check_invoice,INVOICE,BK
мочь помочь быстро взглянуть счёт,check_invoice,INVOICE,BI
нужный помощь найти счёт последний месяц,check_invoice,INVOICE,BM
знать нужно сделать проверить счёт,check_invoice,INVOICE,BE
найти счёт февраль,check_invoice,INVOICE,BIM
мочь помочь проверить счёт пять покупка назад,check_invoice,INVOICE,BIM
нужно сделать проверить счёт последний месяц,check_invoice,INVOICE,BI
мочь помочь найти счёт октябрь,check_invoice,INVOICE,BIP
нужно проверить счёт февраль,check_invoice,INVOICE,B
нужный помощь проверка счёт четыре месяц назад,check_invoice,INVOICE,BM
найти счёт последний месяц,check_invoice,INVOICE,BM
мочь помочь быстро взглянуть счёт,check_invoice,INVOICE,BIP
мочь помочь проверить счёт февраль,check_invoice,INVOICE,BIP
хотеть проверить счёт фактура 9 месячный давность,check_invoice,INVOICE,BM
нужно найти счёт последний покупка,check_invoice,INVOICE,B
мочь найти счёт трёхмесячный давность,check_invoice,INVOICE,BIMP
мочь проверить свой счёт,check_invoice,INVOICE,BIP
проверить счёт последний покупка,check_invoice,INVOICE,BI
быстро просмотреть счёт последний месяц,check_invoice,INVOICE,BIM
показать счёт,check_invoice,INVOICE,B
помощь быстро просмотреть счёт,check_invoice,INVOICE,B
знать мочь проверить свой счёт,check_invoice,INVOICE,BE
проверка счёт трёхмесячный давность,check_invoice,INVOICE,BKM
помочь быстро взглянуть счёт октябрь,check_invoice,INVOICE,B
мочь взглянуть счёт прошлый месяц,check_invoice,INVOICE,BIP
знать делать проверить счёт,check_invoice,INVOICE,B
нужный помощь поиск счёт последний месяц,check_invoice,INVOICE,BM
знать быстро просмотреть свой счёт,check_invoice,INVOICE,BM
нужно сделать найти счёт последний месяц,check_invoice,INVOICE,BIM
нужно найти счёт 10 покупка назад,check_invoice,INVOICE,BM
нужный помощь найти счёт последний покупка,check_invoice,INVOICE,B
нужный помощь быстро просмотреть счёт,check_invoice,INVOICE,B
хотеть проверить счёт 4 покупка назад,check_invoice,INVOICE,BMP
проверить счёт 9 месяц назад,check_invoice,INVOICE,BM
нужно найти счёт последний покупка,check_invoice,INVOICE,BM
знать нужно сделать проверить счёт,check_invoice,INVOICE,B
мочь найти счёт,check_invoice,INVOICE,BEM
мочь помочь найти счёт июль,check_invoice,INVOICE,BIM
мочь найти счёт семь покупка назад,check_invoice,INVOICE,BM
знать найти счёт фактура 9 месячный давность,check_invoice,INVOICE,BM
нужный помощь быстро просмотреть счёт,check_invoice,INVOICE,BM
нужно быстро взглянуть счёт прошлый месяц,check_invoice,INVOICE,B
мочь помочь проверить счёт 1 месяц назад,check_invoice,INVOICE,BIMP
помочь найти счёт последний покупка,check_invoice,INVOICE,BM
нужный помощь найти счёт март,check_invoice,INVOICE,B
должный проверить счёт последний месяц,check_invoice,INVOICE,B
мочь проверить счёт апрель,check_invoice,INVOICE,BIM
знать нужно сделать найти счёт,check_invoice,INVOICE,B
быстро просмотреть счёт фактура,check_invoice,INVOICE,BIM
проверить счёт покупка назад,check_invoice,INVOICE,BIM
проверить счёт,check_invoice,INVOICE,BIM
помощь быстрый просмотр счёт фактура,check_invoice,INVOICE,B
знать делать быстро просмотреть свой счёт,check_invoice,INVOICE,BM
хотеть найти счёт трёхмесячный давность,check_invoice,INVOICE,BMP
пытаться найти счёт семь покупка назад,check_invoice,INVOICE,BM
знать найти счёт фактура,check_invoice,INVOICE,B
знать проверить счёт,check_invoice,INVOICE,BM
нужный помощь быстрый просмотр счёт,check_invoice,INVOICE,B
нужно сделать проверить счёт последний месяц,check_invoice,INVOICE,BIM
мочь проверить свой счёт,check_invoice,INVOICE,BI
проверка счёт,check_invoice,INVOICE,BK
знать нужно сделать проверить счёт,check_invoice,INVOICE,BEM
нужный помощь поиск счёт последний покупка,check_invoice,INVOICE,BM
нужный помощь поиск счёт,check_invoice,INVOICE,B
знать мочь проверить свой счёт,check_invoice,INVOICE,BMP
мочь быстро просмотреть счёт последний месяц,check_invoice,INVOICE,BI
нужный помощь проверка счёт последний месяц,check_invoice,INVOICE,B
показать счёт девять покупка назад,check_invoice,INVOICE,BIMP
проверить счёт ноябрь,check_invoice,INVOICE,BKM
хотеть помочь найти счёт 5 покупка назад,check_invoice,INVOICE,BM
мочь быстро просмотреть счёт фактура,check_invoice,INVOICE,BI
помочь проверить счёт последний месяц,check_invoice,INVOICE,B
проверить счёт,check_invoice,INVOICE,BI
помощь быстрый просмотр счёт май,check_invoice,INVOICE,BM
пытаться найти свой счёт,check_invoice,INVOICE,BM
проверить счёт последний покупка,check_invoice,INVOICE,BKM
хотеть помочь найти счёт сентябрь,check_invoice,INVOICE,B
мочь найти свой счёт,check_invoice,INVOICE,BIMP
показать счёт,check_invoice,INVOICE,BM
